epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
79,0.1866,90.28,0.3280,86.70,0.000103,0.4725
80,0.1844,90.77,0.2837,89.81,0.000094,0.4740
81,0.1889,90.16,0.3965,88.43,0.000085,0.5066
82,0.1807,89.89,0.2458,90.17,0.000076,0.4815
83,0.1744,90.94,0.2530,90.26,0.000068,0.4772
84,0.1797,90.92,0.3488,88.87,0.000061,0.4842
85,0.1712,91.46,0.2729,89.65,0.000053,0.4679
86,0.1780,90.72,0.2891,90.87,0.000047,0.4719
87,0.1713,90.60,0.3044,90.35,0.000040,0.4848
88,0.1633,91.36,0.3037,90.17,0.000034,0.4735
89,0.1857,90.06,0.2906,88.44,0.000029,0.5068
90,0.1709,91.14,0.2647,91.65,0.000024,0.4717
91,0.1665,91.58,0.2536,89.91,0.000019,0.4743
92,0.1730,90.48,0.3315,90.61,0.000015,0.4678
93,0.1742,90.80,0.4063,88.86,0.000012,0.4786
94,0.1736,90.94,0.3164,89.74,0.000009,0.4653
95,0.1697,90.94,0.2521,89.04,0.000006,0.4726
96,0.1705,90.89,0.2563,88.96,0.000004,0.4925
97,0.1691,90.99,0.2870,90.17,0.000002,0.4759
98,0.1706,90.89,0.2739,90.17,0.000001,0.4903
99,0.1679,91.06,0.2914,90.00,0.000000,0.5012
100,0.1768,90.87,0.3033,89.56,0.000000,0.4819
